Service,Customer Name,Vehicle Model,Service Type,Service Date,Service Cost,Service Status,Payment Method,Technician
SVC2289,Emeka Obi,Kia Rio,Engine Diagnostics,5/16/2025,"$105,910.00 ",Completed,Cash,Tech27
SVC2290,Jane Smith,Toyota Corolla,Engine Diagnostics,8/5/2024,"$148,327.10 ",In Progress,Card,Tech19
SVC2291,Tunde Bakare,Ford Focus,Unknown Service,12/28/2025,"$149,600.00 ",Completed,Cash,Tech30
SVC2293,Tunde Bakare,Ford Focus,Oil Change,31/10/2024,"$22,148.80 ",Completed,Transfer,Tech36
SVC2294,John Doe,Ford Focus,Unknown Service,7/8/2024,"$125,866.80 ",Completed,Transfer,Tech7
SVC2295,Tunde Bakare,Nissan Altima,Oil Change,9/16/2024,"$84,904.50 ",Pending,Card,Tech26
SVC2296,Tunde Bakare,Honda Accord,Engine Diagnostics,1/27/2023,"$50,916.20 ",Completed,Cash,Tech43
SVC2297,Emeka Obi,Toyota Corolla,Battery Replacement,8/22/2024,"$85,903.90 ",Cancelled,Cash,Tech8
SVC2298,Emeka Obi,Honda Accord,Wheel Alignment,8/31/2023,"$73,455.10 ",Completed,Transfer,Tech31
SVC2299,Tunde Bakare,Nissan Altima,Brake Repair,8/28/2024,"$142,705.60 ",Completed,Card,Tech40
SVC2300,Adewale Musa,Nissan Altima,Engine Diagnostics,9/8/2024,"$59,785.30 ",Pending,Cash,Tech2
SVC2301,Fatima Bello,Nissan Altima,Unknown Service,1/6/2024,"$93,303.30 ",Completed,Card,Tech15
SVC2302,John Doe,Nissan Altima,Battery Replacement,4/1/2024,"$68,375.60 ",Cancelled,Card,Tech48
SVC2303,John Doe,Ford Focus,Battery Replacement,3/22/2024,"$29,102.50 ",Pending,Transfer,Tech42
SVC2304,Emeka Obi,Hyundai Elantra,Unknown Service,30/04/2024,"$96,829.60 ",Cancelled,Cash,Tech46
SVC2305,John Doe,Kia Rio,Ac Service,17/12/2023,"$89,746.10 ",Completed,Cash,Tech30
SVC2306,Jane Smith,Kia Rio,Unknown Service,7/7/2025,"$12,937.20 ",Cancelled,Transfer,Tech34
SVC2307,Fatima Bello,Nissan Altima,Engine Diagnostics,31/12/2024,"$48,146.70 ",Completed,Transfer,Tech14
SVC2308,Grace Johnson,Nissan Altima,Unknown Service,3/17/2023,"$38,548.40 ",In Progress,Cash,Tech18
SVC2309,John Doe,Hyundai Elantra,Brake Repair,5/9/2023,"$31,323.20 ",Completed,Card,Tech41
SVC2310,Chinedu Okeke,Honda Accord,Ac Service,11/14/2025,"$130,204.20 ",In Progress,Transfer,Tech2
SVC2311,Chinedu Okeke,Ford Focus,Unknown Service,5/14/2023,"$37,550.20 ",Pending,Card,Tech33
SVC2312,Chinedu Okeke,Honda Accord,Unknown Service,3/17/2023,"$11,992.50 ",In Progress,Cash,Tech48
SVC2313,John Doe,Hyundai Elantra,Ac Service,12/5/2025,"$136,167.30 ",Completed,Card,Tech30
SVC2314,Emeka Obi,Kia Rio,Engine Diagnostics,10/1/2025,"$97,090.90 ",Completed,Transfer,Tech7
SVC2315,Grace Johnson,Honda Accord,Ac Service,1/6/2023,"$48,389.80 ",Pending,Cash,Tech22
SVC2316,Emeka Obi,Nissan Altima,Engine Diagnostics,6/17/2023,"$66,690.80 ",Completed,Transfer,Tech38
SVC2318,Emeka Obi,Honda Accord,Battery Replacement,8/4/2023,"$40,635.40 ",In Progress,Transfer,Tech21
SVC2319,Chinedu Okeke,Kia Rio,Unknown Service,10/30/2025,"$728,615.00 ",Pending,Cash,Tech9
SVC2320,Fatima Bello,Honda Accord,Brake Repair,6/13/2023,"$113,874.40 ",Pending,Cash,Tech19
SVC2321,Jane Smith,Hyundai Elantra,Wheel Alignment,12/3/2024,"$41,049.90 ",Cancelled,Cash,Tech14
SVC2322,Emeka Obi,Kia Rio,Engine Diagnostics,1/15/2023,"$124,821.00 ",Pending,Cash,Tech24
SVC2323,Adewale Musa,Honda Accord,Oil Change,8/2/2025,"$76,947.50 ",Pending,Transfer,Tech25
SVC2324,Grace Johnson,Honda Accord,Unknown Service,6/9/2024,"$83,960.10 ",In Progress,Card,Tech25
SVC2325,John Doe,Hyundai Elantra,Engine Diagnostics,4/18/2025,"$89,793.60 ",Pending,Transfer,Tech45
SVC2326,Grace Johnson,Honda Accord,Wheel Alignment,9/5/2025,"$71,255.70 ",Pending,Transfer,Tech36
SVC2327,Jane Smith,Toyota Corolla,Wheel Alignment,11/8/2025,"$123,465.00 ",In Progress,Cash,Tech41
SVC2328,Adewale Musa,Hyundai Elantra,Battery Replacement,2/20/2024,"$11,213.80 ",Pending,Card,Tech46
SVC2329,John Doe,Hyundai Elantra,Unknown Service,4/8/2025,"$66,222.00 ",In Progress,Card,Tech36
SVC2330,Grace Johnson,Honda Accord,Ac Service,1/17/2024,"$115,962.80 ",Cancelled,Card,Tech32
SVC2331,Jane Smith,Kia Rio,Battery Replacement,7/11/2025,"$142,331.10 ",In Progress,Cash,Tech46
SVC2332,Fatima Bello,Hyundai Elantra,Battery Replacement,7/8/2024,"$115,342.20 ",Cancelled,Transfer,Tech17
SVC2333,Chinedu Okeke,Hyundai Elantra,Oil Change,8/11/2025,"$23,518.90 ",In Progress,Card,Tech46
SVC2335,Chinedu Okeke,Nissan Altima,Engine Diagnostics,23/10/2023,"$24,422.80 ",Completed,Transfer,Tech40
SVC2336,Adewale Musa,Nissan Altima,Oil Change,3/7/2023,"$149,685.40 ",In Progress,Card,Tech37
SVC2338,Tunde Bakare,Toyota Corolla,Brake Repair,8/10/2025,"$90,170.40 ",Pending,Card,Tech27
SVC2339,Emeka Obi,Kia Rio,Wheel Alignment,8/3/2025,"$46,993.80 ",Pending,Transfer,Tech22
SVC2340,Jane Smith,Ford Focus,Battery Replacement,3/9/2025,"$53,607.10 ",Pending,Card,Tech6
SVC2341,Fatima Bello,Toyota Corolla,Wheel Alignment,8/28/2025,"$927,127.00 ",Completed,Card,Tech46
SVC2342,Fatima Bello,Toyota Corolla,Battery Replacement,1/2/2023,"$32,478.50 ",In Progress,Transfer,Tech47
SVC2343,Jane Smith,Hyundai Elantra,Ac Service,1/5/2024,"$25,667.60 ",In Progress,Cash,Tech7
SVC2344,Jane Smith,Ford Focus,Ac Service,19/02/2023,"$70,944.30 ",In Progress,Transfer,Tech25
SVC2345,Adewale Musa,Honda Accord,Oil Change,12/16/2023,"$54,636.60 ",Pending,Transfer,Tech39
SVC2346,Jane Smith,Honda Accord,Brake Repair,17/09/2023,"$94,468.50 ",Completed,Transfer,Tech30
SVC2348,John Doe,Nissan Altima,Engine Diagnostics,3/8/2023,"$44,200.50 ",Pending,Transfer,Tech3
SVC2349,Fatima Bello,Nissan Altima,Unknown Service,2/9/2024,"$83,371.40 ",In Progress,Card,Tech29
SVC2351,Fatima Bello,Kia Rio,Brake Repair,2/3/2024,"$72,223.30 ",In Progress,Transfer,Tech19
SVC2352,Chinedu Okeke,Toyota Corolla,Ac Service,11/23/2025,"$47,278.50 ",In Progress,Transfer,Tech8
SVC2353,Jane Smith,Honda Accord,Wheel Alignment,9/10/2025,"$147,048.90 ",Cancelled,Transfer,Tech15
SVC2354,Adewale Musa,Hyundai Elantra,Engine Diagnostics,7/16/2023,"$52,868.60 ",In Progress,Transfer,Tech17
SVC2355,John Doe,Nissan Altima,Battery Replacement,6/3/2025,"$87,901.90 ",Pending,Cash,Tech2
SVC2356,Chinedu Okeke,Toyota Corolla,Unknown Service,11/10/2024,"$613,336.40 ",Completed,Transfer,Tech42
SVC2357,Fatima Bello,Hyundai Elantra,Wheel Alignment,3/24/2024,"$132,945.20 ",Pending,Transfer,Tech10
SVC2358,Tunde Bakare,Hyundai Elantra,Battery Replacement,15/02/2024,"$57,637.70 ",In Progress,Card,Tech30
SVC2359,Grace Johnson,Hyundai Elantra,Oil Change,5/29/2025,"$26,499.10 ",In Progress,Transfer,Tech21
SVC2360,Chinedu Okeke,Hyundai Elantra,Wheel Alignment,3/24/2024,"$91,487.20 ",Completed,Transfer,Tech16
SVC2361,Grace Johnson,Kia Rio,Unknown Service,4/26/2024,"$97,390.20 ",In Progress,Transfer,Tech6
SVC2362,Grace Johnson,Toyota Corolla,Oil Change,3/18/2025,"$84,598.10 ",Completed,Card,Tech25
SVC2363,Jane Smith,Ford Focus,Brake Repair,4/17/2025,"$43,352.80 ",Completed,Transfer,Tech16
SVC2364,John Doe,Hyundai Elantra,Unknown Service,8/11/2023,"$87,330.80 ",In Progress,Cash,Tech11
SVC2365,Chinedu Okeke,Nissan Altima,Brake Repair,11/9/2023,"$113,957.40 ",In Progress,Card,Tech45
SVC2366,Jane Smith,Nissan Altima,Unknown Service,8/2/2024,"$60,508.80 ",In Progress,Card,Tech30
SVC2367,Adewale Musa,Ford Focus,Battery Replacement,20/09/2024,"$85,958.50 ",Completed,Card,Tech16
SVC2368,Tunde Bakare,Honda Accord,Engine Diagnostics,2/7/2023,"$148,095.50 ",Completed,Cash,Tech48
SVC2369,Jane Smith,Hyundai Elantra,Brake Repair,5/21/2024,"$69,089.70 ",In Progress,Cash,Tech35
SVC2371,Fatima Bello,Hyundai Elantra,Engine Diagnostics,12/1/2023,"$48,979.70 ",Pending,Cash,Tech5
SVC2372,Grace Johnson,Honda Accord,Wheel Alignment,11/5/2025,"$26,868.30 ",Pending,Card,Tech11
SVC2373,Grace Johnson,Toyota Corolla,Unknown Service,4/2/2024,"$116,130.20 ",In Progress,Card,Tech16
SVC2374,Tunde Bakare,Honda Accord,Oil Change,4/9/2024,"$53,917.70 ",In Progress,Card,Tech6
SVC2375,Grace Johnson,Honda Accord,Engine Diagnostics,5/29/2024,"$127,777.60 ",Pending,Card,Tech22
SVC2376,Tunde Bakare,Ford Focus,Unknown Service,1/20/2025,"$22,177.30 ",Cancelled,Transfer,Tech34
SVC2377,Adewale Musa,Hyundai Elantra,Battery Replacement,9/6/2023,"$149,927.90 ",Pending,Transfer,Tech31
SVC2378,Tunde Bakare,Hyundai Elantra,Ac Service,5/16/2023,"$19,285.70 ",Completed,Transfer,Tech3
SVC2379,Grace Johnson,Honda Accord,Ac Service,10/25/2023,"$81,865.80 ",Completed,Card,Tech17
SVC2380,Grace Johnson,Honda Accord,Engine Diagnostics,3/30/2024,"$21,232.90 ",Completed,Transfer,Tech23
SVC2381,Emeka Obi,Toyota Corolla,Oil Change,4/13/2024,"$76,109.50 ",In Progress,Transfer,Tech48
SVC2382,Adewale Musa,Ford Focus,Ac Service,6/11/2024,"$72,500.70 ",Cancelled,Cash,Tech3
SVC2383,Emeka Obi,Toyota Corolla,Unknown Service,10/16/2025,"$89,836.60 ",Completed,Cash,Tech2
SVC2384,John Doe,Hyundai Elantra,Engine Diagnostics,6/10/2025,"$94,862.80 ",Cancelled,Cash,Tech24
SVC2385,John Doe,Ford Focus,Brake Repair,1/10/2025,"$15,541.50 ",In Progress,Transfer,Tech49
SVC2386,Grace Johnson,Toyota Corolla,Engine Diagnostics,10/30/2023,"$24,858.30 ",In Progress,Transfer,Tech39
SVC2387,Grace Johnson,Hyundai Elantra,Unknown Service,9/6/2025,"$26,367.20 ",Completed,Cash,Tech23
SVC2388,Tunde Bakare,Hyundai Elantra,Unknown Service,12/19/2025,"$121,798.80 ",In Progress,Transfer,Tech43
SVC2389,Fatima Bello,Nissan Altima,Battery Replacement,5/10/2024,"$31,960.80 ",Completed,Transfer,Tech27
SVC2390,Adewale Musa,Toyota Corolla,Battery Replacement,26/12/2023,"$129,651.70 ",Completed,Transfer,Tech36
SVC2392,John Doe,Honda Accord,Engine Diagnostics,2/29/2024,"$109,695.20 ",Completed,Cash,Tech45
SVC2393,Grace Johnson,Nissan Altima,Battery Replacement,3/25/2025,"$42,657.70 ",Pending,Cash,Tech13
SVC2394,Grace Johnson,Toyota Corolla,Battery Replacement,2/2/2024,"$103,862.70 ",In Progress,Cash,Tech31
SVC2395,Adewale Musa,Nissan Altima,Wheel Alignment,4/3/2024,"$74,911.10 ",Completed,Transfer,Tech42
SVC957,Adewale Musa,Toyota Corolla,Oil Change,28/06/2023,"$129,189.30 ",In Progress,Card,Tech27
SVC2397,Grace Johnson,Kia Rio,Battery Replacement,2/17/2023,"$76,841.10 ",Cancelled,Cash,Tech29
SVC2398,Emeka Obi,Honda Accord,Battery Replacement,6/14/2024,"$1,336,286.20 ",In Progress,Transfer,Tech19
SVC2399,Adewale Musa,Honda Accord,Battery Replacement,11/9/2024,"$130,138.70 ",Completed,Transfer,Tech16
SVC2400,Fatima Bello,Ford Focus,Wheel Alignment,3/2/2024,"$134,747.10 ",Pending,Transfer,Tech4
SVC2402,John Doe,Toyota Corolla,Brake Repair,4/17/2024,"$98,652.80 ",Cancelled,Cash,Tech42
SVC2403,Adewale Musa,Hyundai Elantra,Engine Diagnostics,4/26/2023,"$109,804.00 ",In Progress,Cash,Tech27
SVC2404,Emeka Obi,Nissan Altima,Oil Change,1/9/2024,"$880,012.40 ",In Progress,Cash,Tech13
SVC2405,Adewale Musa,Hyundai Elantra,Unknown Service,7/24/2023,"$128,758.50 ",Completed,Transfer,Tech19
SVC2406,Adewale Musa,Kia Rio,Engine Diagnostics,5/21/2025,"$33,078.00 ",In Progress,Transfer,Tech16
SVC2407,Adewale Musa,Kia Rio,Unknown Service,4/12/2023,"$23,317.20 ",In Progress,Transfer,Tech11
SVC2408,John Doe,Ford Focus,Engine Diagnostics,6/4/2024,"$25,683.20 ",In Progress,Transfer,Tech30
SVC2409,Grace Johnson,Ford Focus,Wheel Alignment,11/2/2024,"$117,356.70 ",Pending,Transfer,Tech22
SVC2410,Adewale Musa,Nissan Altima,Wheel Alignment,10/4/2023,"$58,994.70 ",In Progress,Transfer,Tech48
SVC2411,Chinedu Okeke,Hyundai Elantra,Engine Diagnostics,2/3/2025,"$70,042.50 ",In Progress,Transfer,Tech7
SVC2412,John Doe,Kia Rio,Oil Change,12/11/2023,"$56,305.80 ",Completed,Cash,Tech30
SVC2413,Tunde Bakare,Honda Accord,Wheel Alignment,1/9/2025,"$128,446.10 ",In Progress,Card,Tech1
SVC2415,Fatima Bello,Ford Focus,Engine Diagnostics,3/10/2023,"$106,559.70 ",Completed,Card,Tech7
SVC2416,John Doe,Ford Focus,Brake Repair,10/18/2024,"$132,691.00 ",Cancelled,Cash,Tech9
SVC2418,Grace Johnson,Toyota Corolla,Brake Repair,1/22/2023,"$1,193,377.40 ",In Progress,Cash,Tech23
SVC2419,Grace Johnson,Hyundai Elantra,Ac Service,4/20/2025,"$118,931.70 ",Completed,Cash,Tech42
SVC2420,Grace Johnson,Nissan Altima,Oil Change,27/08/2023,"$69,847.20 ",Completed,Cash,Tech11
SVC2421,Grace Johnson,Kia Rio,Engine Diagnostics,1/4/2024,"$88,142.70 ",Pending,Cash,Tech46
SVC2422,Chinedu Okeke,Nissan Altima,Wheel Alignment,22/01/2024,"$33,159.80 ",Completed,Transfer,Tech1
SVC2423,John Doe,Hyundai Elantra,Unknown Service,3/24/2024,"$48,192.40 ",In Progress,Card,Tech31
SVC2424,Chinedu Okeke,Hyundai Elantra,Battery Replacement,4/6/2024,"$45,743.10 ",Completed,Cash,Tech6
SVC1103,Adewale Musa,Hyundai Elantra,Battery Replacement,1/7/2023,"$88,004.20 ",Pending,Card,Tech6
SVC2426,Jane Smith,Kia Rio,Engine Diagnostics,3/8/2023,"$6,802.50 ",In Progress,Card,Tech24
SVC2427,Tunde Bakare,Kia Rio,Battery Replacement,4/7/2025,"$71,666.20 ",Completed,Transfer,Tech21
SVC2428,Fatima Bello,Toyota Corolla,Oil Change,11/22/2024,"$146,328.30 ",Pending,Cash,Tech15
SVC2429,John Doe,Kia Rio,Ac Service,4/11/2024,"$48,468.10 ",In Progress,Cash,Tech17
SVC2430,Adewale Musa,Kia Rio,Engine Diagnostics,3/29/2025,"$55,075.80 ",Completed,Transfer,Tech45
SVC2431,John Doe,Honda Accord,Unknown Service,5/15/2025,"$127,099.70 ",Pending,Transfer,Tech48
SVC2432,Adewale Musa,Nissan Altima,Brake Repair,29/08/2025,"$54,141.00 ",Completed,Card,Tech20
SVC2433,Tunde Bakare,Nissan Altima,Ac Service,22/02/2024,"$118,246.80 ",Completed,Cash,Tech23
SVC2434,Fatima Bello,Kia Rio,Battery Replacement,2/27/2024,"$71,270.30 ",Pending,Cash,Tech20
SVC2435,Jane Smith,Toyota Corolla,Battery Replacement,7/9/2025,"$139,069.40 ",Pending,Cash,Tech33
SVC2436,Chinedu Okeke,Toyota Corolla,Brake Repair,5/17/2024,"$38,044.60 ",Pending,Transfer,Tech31
SVC2437,Fatima Bello,Nissan Altima,Wheel Alignment,3/30/2024,"$77,845.30 ",Completed,Card,Tech43
SVC2438,Grace Johnson,Kia Rio,Unknown Service,4/1/2023,"$112,574.20 ",In Progress,Transfer,Tech26
SVC2440,Tunde Bakare,Hyundai Elantra,Unknown Service,11/26/2025,"$84,034.40 ",In Progress,Cash,Tech37
SVC2441,Fatima Bello,Honda Accord,Ac Service,26/07/2025,"$141,808.30 ",Completed,Card,Tech28
SVC2442,Grace Johnson,Ford Focus,Battery Replacement,2/27/2025,"$72,229.30 ",Cancelled,Card,Tech29
SVC2443,Adewale Musa,Nissan Altima,Ac Service,12/5/2025,"$82,656.50 ",In Progress,Transfer,Tech47
SVC2444,Adewale Musa,Ford Focus,Wheel Alignment,16/06/2023,"$149,113.20 ",Completed,Card,Tech25
SVC2445,Adewale Musa,Ford Focus,Ac Service,7/28/2025,"$106,119.30 ",Completed,Transfer,Tech10
SVC2446,Chinedu Okeke,Hyundai Elantra,Brake Repair,2/7/2025,"$54,842.30 ",Completed,Transfer,Tech12
SVC2447,Adewale Musa,Kia Rio,Battery Replacement,1/22/2025,"$141,225.00 ",In Progress,Cash,Tech42
SVC2448,Tunde Bakare,Toyota Corolla,Ac Service,3/30/2025,"$79,869.30 ",In Progress,Transfer,Tech3
SVC2449,Adewale Musa,Honda Accord,Oil Change,19/09/2025,"$29,866.10 ",Cancelled,Card,Tech39
SVC2450,Fatima Bello,Nissan Altima,Oil Change,5/29/2023,"$102,515.10 ",In Progress,Cash,Tech11
SVC2452,Grace Johnson,Honda Accord,Wheel Alignment,3/17/2024,"$6,588.00 ",Completed,Card,Tech46
SVC2453,Tunde Bakare,Ford Focus,Wheel Alignment,6/9/2023,"$41,053.40 ",Completed,Transfer,Tech23
SVC2454,Adewale Musa,Ford Focus,Oil Change,4/4/2025,"$24,278.90 ",Cancelled,Card,Tech11
SVC2456,Jane Smith,Honda Accord,Wheel Alignment,4/9/2024,"$27,079.20 ",In Progress,Card,Tech33
SVC2457,Fatima Bello,Kia Rio,Unknown Service,9/29/2023,"$24,558.80 ",Pending,Transfer,Tech16
SVC2458,Grace Johnson,Kia Rio,Brake Repair,4/24/2023,"$142,551.00 ",Completed,Transfer,Tech43
SVC2459,John Doe,Ford Focus,Engine Diagnostics,1/27/2025,"$113,966.90 ",Pending,Cash,Tech8
SVC2460,John Doe,Honda Accord,Wheel Alignment,10/9/2025,"$41,947.00 ",Completed,Cash,Tech11
SVC2462,Chinedu Okeke,Honda Accord,Wheel Alignment,29/05/2023,"$9,253.00 ",Completed,Cash,Tech28
SVC2464,Tunde Bakare,Toyota Corolla,Battery Replacement,4/7/2024,"$131,253.70 ",Completed,Card,Tech41
SVC2465,Adewale Musa,Hyundai Elantra,Ac Service,7/30/2025,"$90,758.30 ",Completed,Transfer,Tech20
SVC2466,Grace Johnson,Toyota Corolla,Wheel Alignment,21/09/2023,"$31,484.50 ",In Progress,Transfer,Tech4
SVC2467,Fatima Bello,Hyundai Elantra,Wheel Alignment,7/19/2024,"$82,422.50 ",Cancelled,Cash,Tech45
SVC2469,Fatima Bello,Nissan Altima,Battery Replacement,7/5/2023,"$114,865.90 ",Completed,Card,Tech31
SVC2470,John Doe,Ford Focus,Battery Replacement,9/6/2024,"$74,913.50 ",Completed,Transfer,Tech38
SVC2471,Chinedu Okeke,Ford Focus,Oil Change,8/29/2023,"$17,493.30 ",In Progress,Cash,Tech6
SVC2473,John Doe,Honda Accord,Oil Change,10/28/2023,"$32,532.20 ",Completed,Card,Tech16
SVC2474,Fatima Bello,Hyundai Elantra,Battery Replacement,2/7/2024,"$50,705.90 ",Pending,Card,Tech32
SVC2475,Fatima Bello,Hyundai Elantra,Oil Change,9/28/2023,"$98,758.80 ",In Progress,Cash,Tech6
SVC2476,Chinedu Okeke,Toyota Corolla,Ac Service,12/4/2023,"$149,196.90 ",Pending,Card,Tech31
SVC1070,Jane Smith,Toyota Corolla,Engine Diagnostics,20/01/2025,"$45,960.30 ",In Progress,Card,Tech37
SVC2478,John Doe,Kia Rio,Ac Service,8/27/2024,"$128,250.60 ",In Progress,Cash,Tech24
SVC2479,Grace Johnson,Ford Focus,Oil Change,9/12/2023,"$106,397.30 ",In Progress,Cash,Tech2
SVC2480,Tunde Bakare,Honda Accord,Oil Change,12/10/2023,"$540,829.90 ",Completed,Transfer,Tech4
SVC2481,John Doe,Hyundai Elantra,Engine Diagnostics,9/26/2024,"$50,463.20 ",In Progress,Cash,Tech21
SVC2482,Adewale Musa,Kia Rio,Ac Service,2/12/2024,"$69,350.00 ",Pending,Cash,Tech41
SVC2483,Tunde Bakare,Honda Accord,Oil Change,22/09/2023,"$31,071.30 ",Pending,Cash,Tech26
SVC2484,Adewale Musa,Ford Focus,Brake Repair,11/4/2023,"$121,796.60 ",Cancelled,Transfer,Tech32
SVC2485,Fatima Bello,Hyundai Elantra,Wheel Alignment,2/22/2023,"$129,332.90 ",Completed,Transfer,Tech29
SVC2486,Fatima Bello,Ford Focus,Battery Replacement,6/14/2024,"$42,379.50 ",In Progress,Transfer,Tech46
SVC2487,John Doe,Kia Rio,Unknown Service,12/6/2024,"$7,362.10 ",Cancelled,Transfer,Tech6
SVC2488,Fatima Bello,Hyundai Elantra,Unknown Service,2/14/2023,"$66,343.30 ",In Progress,Card,Tech46
SVC2489,Emeka Obi,Hyundai Elantra,Oil Change,5/25/2023,"$14,838.50 ",In Progress,Card,Tech26
SVC2490,Emeka Obi,Kia Rio,Oil Change,6/25/2025,"$42,070.70 ",Completed,Card,Tech47
SVC943,Emeka Obi,Honda Accord,Battery Replacement,2/27/2023,"$52,864.20 ",Cancelled,Transfer,Tech13
SVC2492,Grace Johnson,Kia Rio,Brake Repair,8/26/2025,"$145,732.50 ",In Progress,Card,Tech21
SVC2493,Tunde Bakare,Nissan Altima,Battery Replacement,1/30/2025,"$57,182.70 ",Completed,Cash,Tech15
SVC2494,Adewale Musa,Toyota Corolla,Unknown Service,4/23/2025,"$31,976.30 ",In Progress,Transfer,Tech22
SVC2495,Tunde Bakare,Hyundai Elantra,Ac Service,10/20/2023,"$68,697.90 ",Completed,Cash,Tech42
SVC2496,Grace Johnson,Ford Focus,Engine Diagnostics,8/2/2023,"$18,618.50 ",In Progress,Transfer,Tech3
SVC2497,Chinedu Okeke,Nissan Altima,Oil Change,1/31/2024,"$68,280.50 ",Completed,Transfer,Tech38
SVC2498,Adewale Musa,Nissan Altima,Brake Repair,5/12/2023,"$5,500.10 ",Completed,Cash,Tech15
SVC2499,Grace Johnson,Kia Rio,Battery Replacement,3/12/2025,"$110,549.10 ",In Progress,Transfer,Tech1
SVC2500,Emeka Obi,Toyota Corolla,Brake Repair,12/11/2023,"$139,270.50 ",Completed,Card,Tech12
SVC2501,Fatima Bello,Toyota Corolla,Brake Repair,12/30/2024,"$45,995.10 ",Completed,Transfer,Tech29
SVC2502,Emeka Obi,Toyota Corolla,Ac Service,12/22/2024,"$117,386.20 ",Completed,Card,Tech47
SVC2503,Grace Johnson,Honda Accord,Unknown Service,8/19/2024,"$94,308.10 ",Pending,Card,Tech18
SVC2505,John Doe,Kia Rio,Oil Change,8/29/2024,"$145,964.50 ",In Progress,Transfer,Tech10
SVC2507,Fatima Bello,Toyota Corolla,Unknown Service,7/15/2025,"$117,280.90 ",Completed,Cash,Tech1
SVC2508,Chinedu Okeke,Hyundai Elantra,Wheel Alignment,4/10/2023,"$80,712.70 ",Completed,Cash,Tech10
SVC2509,Emeka Obi,Ford Focus,Wheel Alignment,9/19/2025,"$114,190.60 ",In Progress,Card,Tech28
SVC2510,Adewale Musa,Nissan Altima,Unknown Service,2/24/2024,"$62,270.90 ",Completed,Transfer,Tech10
SVC2511,Chinedu Okeke,Kia Rio,Wheel Alignment,10/15/2023,"$111,206.00 ",In Progress,Transfer,Tech5
SVC2512,Tunde Bakare,Nissan Altima,Wheel Alignment,12/2/2025,"$148,723.70 ",Completed,Card,Tech18
SVC2513,Adewale Musa,Kia Rio,Oil Change,10/17/2024,"$56,824.90 ",Completed,Card,Tech1
SVC2514,Tunde Bakare,Honda Accord,Wheel Alignment,2/10/2025,"$25,839.40 ",Pending,Transfer,Tech3
SVC2515,Fatima Bello,Nissan Altima,Brake Repair,3/13/2024,"$143,958.10 ",In Progress,Card,Tech37
SVC2516,Grace Johnson,Nissan Altima,Battery Replacement,4/28/2025,"$93,662.20 ",Completed,Transfer,Tech34
SVC2517,John Doe,Hyundai Elantra,Ac Service,7/11/2023,"$132,257.80 ",Pending,Cash,Tech35
SVC2518,Jane Smith,Toyota Corolla,Battery Replacement,4/24/2023,"$114,259.10 ",Pending,Card,Tech9
SVC2519,John Doe,Ford Focus,Wheel Alignment,3/23/2023,"$5,158.00 ",Completed,Transfer,Tech49
SVC2520,Grace Johnson,Nissan Altima,Oil Change,12/10/2023,"$93,526.00 ",Completed,Transfer,Tech17
SVC2521,Chinedu Okeke,Toyota Corolla,Battery Replacement,3/28/2025,"$131,699.80 ",Completed,Transfer,Tech32
SVC2522,Emeka Obi,Hyundai Elantra,Engine Diagnostics,7/21/2023,"$114,727.90 ",Cancelled,Cash,Tech22
SVC2523,John Doe,Ford Focus,Brake Repair,3/25/2024,"$58,871.90 ",In Progress,Transfer,Tech26
SVC2524,Chinedu Okeke,Toyota Corolla,Oil Change,5/11/2024,"$84,570.10 ",Cancelled,Cash,Tech18
SVC2525,Chinedu Okeke,Ford Focus,Battery Replacement,24/06/2025,"$38,059.90 ",Cancelled,Card,Tech47
SVC2526,Jane Smith,Kia Rio,Wheel Alignment,7/11/2023,"$45,682.40 ",Completed,Card,Tech21
SVC2527,Chinedu Okeke,Kia Rio,Ac Service,8/3/2023,"$113,597.30 ",In Progress,Cash,Tech18
SVC2528,Emeka Obi,Honda Accord,Ac Service,3/31/2025,"$124,882.30 ",Completed,Card,Tech45
SVC2529,Adewale Musa,Hyundai Elantra,Ac Service,2/14/2023,"$31,159.00 ",Cancelled,Transfer,Tech39
SVC2530,Tunde Bakare,Toyota Corolla,Brake Repair,11/25/2023,"$116,217.30 ",In Progress,Card,Tech49
SVC2531,Fatima Bello,Nissan Altima,Unknown Service,1/24/2025,"$118,003.70 ",Cancelled,Cash,Tech33
SVC2532,Adewale Musa,Ford Focus,Oil Change,5/21/2024,"$11,414.60 ",Pending,Transfer,Tech6
SVC2533,Grace Johnson,Hyundai Elantra,Brake Repair,4/8/2025,"$112,261.60 ",In Progress,Transfer,Tech19
SVC2534,Chinedu Okeke,Hyundai Elantra,Wheel Alignment,2/21/2024,"$74,374.00 ",Completed,Card,Tech49
SVC2535,Adewale Musa,Ford Focus,Battery Replacement,11/7/2023,"$50,147.70 ",In Progress,Card,Tech47
SVC2536,Grace Johnson,Ford Focus,Battery Replacement,7/15/2025,"$148,619.60 ",Completed,Card,Tech47
SVC2537,Adewale Musa,Honda Accord,Wheel Alignment,20/09/2023,"$67,640.90 ",Completed,Cash,Tech5
SVC2538,Chinedu Okeke,Toyota Corolla,Ac Service,7/12/2023,"$136,951.80 ",Completed,Cash,Tech14
